2022-09-28T05:42:01.753133,0.00,14.97,658.60,79.99,0.00,137.33,936.55,1.84
2022-09-28T05:43:01.342304,0.00,15.02,658.60,79.99,0.00,137.18,946.64,1.84
2022-09-28T05:44:01.923738,0.00,15.10,658.60,79.99,0.00,137.22,952.80,1.84
2022-09-28T05:45:01.504867,0.00,14.70,658.60,79.99,0.00,136.76,949.71,1.84
2022-09-28T05:46:02.099709,0.00,14.70,658.60,79.99,0.00,136.88,950.74,1.84
2022-09-28T05:47:01.682333,0.00,14.97,658.60,79.99,0.00,136.80,943.59,1.84
2022-09-28T05:48:01.260061,0.00,14.97,658.60,79.99,0.00,136.84,939.56,1.84
2022-09-28T05:49:01.842571,0.00,14.97,658.60,79.99,0.00,137.07,943.59,1.84
2022-09-28T05:50:01.424727,0.00,14.97,658.60,79.99,0.00,136.91,949.71,1.84
2022-09-28T05:51:02.005348,0.00,14.97,658.60,79.99,0.00,136.20,941.57,1.84
2022-09-28T05:52:01.600003,2.00,14.97,658.60,79.99,0.89,136.73,946.64,1.84
2022-09-28T05:53:02.182467,0.00,14.97,658.60,79.99,0.89,136.73,947.67,1.84
2022-09-28T05:54:01.755091,0.00,14.97,658.60,79.99,0.89,136.20,934.55,1.84
2022-09-28T05:55:01.349121,0.00,14.97,658.60,79.99,0.89,136.27,930.59,1.84
2022-09-28T05:56:01.939847,0.00,14.92,658.60,79.99,0.89,135.90,918.88,1.84
2022-09-28T05:57:01.522736,0.00,14.97,658.60,79.99,0.00,135.86,917.91,1.84
2022-09-28T05:58:02.103785,0.00,14.97,658.60,79.99,0.00,135.75,915.03,1.84
2022-09-28T05:59:01.684828,0.00,14.97,658.60,79.99,0.00,135.90,911.22,1.84
2022-09-28T06:00:01.270300,0.00,14.97,658.60,79.99,0.00,135.71,912.17,1.84
2022-09-28T06:01:01.858763,0.00,14.97,658.60,79.99,0.00,135.34,909.33,1.83
2022-09-28T06:02:01.441952,0.00,14.92,658.60,79.99,1.16,135.53,918.88,1.84
2022-09-28T06:03:02.023915,0.00,14.92,658.60,79.99,1.16,135.42,909.33,1.83
2022-09-28T06:04:01.609893,0.00,14.92,658.60,79.99,1.16,135.01,908.38,1.83
2022-09-28T06:05:02.206879,0.00,14.92,658.60,79.99,0.00,135.04,909.33,1.83
2022-09-28T06:06:01.786009,0.00,14.97,658.60,79.99,0.41,134.82,906.50,1.83
2022-09-28T06:07:01.377853,0.00,14.70,658.60,79.99,0.41,134.68,905.56,1.83
2022-09-28T06:08:01.962380,0.00,14.97,658.60,79.99,0.41,134.71,898.11,1.83
2022-09-28T06:09:01.555989,0.00,14.92,658.60,79.99,2.32,134.45,893.52,1.83
2022-09-28T06:10:02.140072,0.00,14.70,658.60,79.99,0.47,134.23,893.52,1.83
2022-09-28T06:11:01.722854,0.00,14.92,658.60,79.99,1.35,134.05,877.33,1.82
2022-09-28T06:12:01.313840,0.00,14.97,658.60,79.99,1.35,133.83,874.69,1.82
2022-09-28T06:13:01.894416,0.00,14.70,658.60,79.99,0.83,133.76,877.33,1.82
2022-09-28T06:14:01.471706,0.00,14.70,658.60,79.99,2.51,133.87,877.33,1.82
2022-09-28T06:15:02.044819,0.00,14.76,658.60,79.99,0.89,133.54,879.10,1.82
2022-09-28T06:16:01.629336,0.00,14.97,658.60,79.99,2.51,133.65,885.36,1.82
2022-09-28T06:17:01.216177,0.00,14.70,658.60,79.99,0.89,133.68,891.69,1.82
2022-09-28T06:18:01.810323,0.00,14.76,658.60,79.99,0.89,133.43,895.35,1.82
2022-09-28T06:19:01.393257,0.00,14.70,658.60,79.99,1.53,133.39,895.35,1.82
2022-09-28T06:20:01.974417,0.00,14.97,658.60,79.99,1.53,133.32,894.43,1.82
2022-09-28T06:21:01.565272,0.00,14.76,658.60,79.99,5.81,133.14,900.89,1.82
2022-09-28T06:22:02.149677,0.00,14.97,658.60,79.99,2.69,133.17,900.89,1.82
2022-09-28T06:23:01.738188,0.00,14.92,658.60,79.99,2.69,132.99,888.97,1.82
2022-09-28T06:24:01.332961,0.00,14.76,658.60,79.99,1.30,132.78,874.69,1.82
2022-09-28T06:25:01.909979,0.00,14.70,658.60,79.99,1.72,132.49,866.85,1.81
2022-09-28T06:26:01.492898,0.00,14.97,658.60,79.99,1.66,132.49,869.45,1.81
2022-09-28T06:27:02.085183,0.00,14.92,658.60,79.99,1.66,132.31,867.71,1.81
2022-09-28T06:28:01.669434,0.00,14.97,658.60,79.99,1.72,132.31,863.40,1.81
2022-09-28T06:29:01.252575,0.00,14.76,658.60,79.99,2.69,132.34,869.45,1.81
2022-09-28T06:30:01.848414,0.00,14.97,658.60,79.99,1.72,131.98,869.45,1.81
2022-09-28T06:31:01.432223,0.00,14.97,658.60,79.99,1.72,131.95,872.06,1.81
2022-09-28T06:32:02.014853,0.00,14.76,658.60,79.99,1.72,131.80,876.45,1.81
2022-09-28T06:33:01.608671,0.00,14.76,658.60,79.99,1.66,131.80,870.32,1.80
2022-09-28T06:34:02.191413,0.00,14.70,658.60,79.99,2.88,131.55,872.93,1.81
2022-09-28T06:35:01.773213,0.00,14.97,658.60,79.99,1.78,131.34,875.57,1.81
2022-09-28T06:36:01.349871,0.00,14.87,658.60,79.99,1.78,131.41,871.19,1.80
2022-09-28T06:37:01.932621,0.00,14.92,658.60,79.99,2.07,131.27,873.81,1.80
2022-09-28T06:38:01.513636,0.00,14.92,658.60,79.99,2.07,131.31,873.81,1.81
2022-09-28T06:39:02.109547,0.00,14.92,658.60,79.99,3.06,131.48,870.32,1.80
2022-09-28T06:40:01.694539,0.00,14.97,658.60,79.99,4.22,131.13,879.10,1.80
2022-09-28T06:41:01.278992,0.00,14.97,658.60,79.99,5.39,131.20,877.33,1.80
2022-09-28T06:42:01.862133,0.00,14.76,658.60,79.99,5.39,131.13,881.77,1.80
