2022-09-27T07:06:01.228371,0.00,14.97,658.60,79.99,132.49,208.95,947.67,3.37
2022-09-27T07:07:01.809916,2.00,15.06,658.60,79.99,160.69,207.88,942.58,3.38
2022-09-27T07:08:01.404679,0.00,15.15,658.60,79.99,123.08,208.09,946.64,3.39
2022-09-27T07:09:01.988135,0.00,15.02,658.60,79.99,71.63,207.60,937.55,3.38
2022-09-27T07:10:01.575977,0.00,15.06,658.60,79.99,338.89,207.04,944.61,3.40
2022-09-27T07:11:02.158667,0.00,15.15,658.60,79.99,534.95,207.04,940.56,3.40
2022-09-27T07:12:01.738437,0.00,15.15,658.60,79.99,649.13,206.48,928.62,3.40
2022-09-27T07:13:01.320614,0.00,15.02,658.60,79.99,730.03,205.78,918.88,3.39
2022-09-27T07:14:01.913180,0.00,15.02,658.60,79.99,739.22,204.88,901.82,3.39
2022-09-27T07:15:01.497378,0.00,15.02,658.60,79.99,758.97,204.12,890.78,3.38
2022-09-27T07:16:02.079859,0.00,14.97,658.60,79.99,739.16,201.61,881.77,3.37
2022-09-27T07:17:01.664398,0.00,14.80,658.60,79.99,744.60,202.35,881.77,3.38
2022-09-27T07:18:01.247462,0.00,15.33,658.60,79.99,531.28,202.35,872.93,3.38
2022-09-27T07:19:01.829625,0.00,14.97,658.60,79.99,662.17,201.34,866.85,3.37
2022-09-27T07:20:01.418881,0.00,15.15,658.60,79.99,709.40,201.00,863.40,3.38
2022-09-27T07:21:01.998651,0.00,14.97,658.60,79.99,320.86,200.47,850.72,3.38
2022-09-27T07:22:01.579202,0.00,14.97,658.60,79.99,72.18,200.53,854.91,3.38
2022-09-27T07:23:02.159958,0.00,15.15,658.60,79.99,46.99,200.60,850.72,3.38
2022-09-27T07:24:01.740437,0.00,14.97,658.60,79.99,48.52,200.73,854.91,3.38
2022-09-27T07:25:01.324162,0.00,15.15,658.60,79.99,289.67,200.00,844.91,3.37
2022-09-27T07:26:01.912689,0.00,15.02,658.60,79.99,120.69,199.07,829.53,3.34
2022-09-27T07:27:01.497669,0.00,14.97,658.60,79.99,52.62,198.81,836.75,3.36
2022-09-27T07:28:02.071732,0.00,15.15,658.60,79.99,27.11,199.07,844.09,3.37
2022-09-27T07:29:01.666768,0.00,15.33,658.60,79.99,14.75,198.55,843.27,3.34
2022-09-27T07:30:01.249393,0.00,14.97,658.60,79.99,14.20,198.09,810.84,3.31
2022-09-27T07:31:01.834464,0.00,14.92,658.60,79.99,13.83,198.22,845.74,3.34
2022-09-27T07:32:01.417810,0.00,14.97,658.60,79.99,10.53,198.35,842.45,3.34
2022-09-27T07:33:02.014706,0.00,15.15,658.60,79.99,11.69,197.82,842.45,3.34
2022-09-27T07:34:01.593961,0.00,15.15,658.60,79.99,16.34,197.89,849.88,3.34
2022-09-27T07:35:02.174227,0.00,15.02,658.60,79.99,18.85,198.28,856.59,3.34
2022-09-27T07:36:01.757847,0.00,15.19,658.60,79.99,19.77,197.30,813.14,3.28
2022-09-27T07:37:01.338864,0.00,14.97,658.60,79.99,20.51,196.72,840.82,3.31
2022-09-27T07:38:01.919747,0.00,15.15,658.60,79.99,19.72,196.46,839.19,3.31
2022-09-27T07:39:01.499111,0.00,15.02,658.60,79.99,26.08,196.85,835.95,3.28
2022-09-27T07:40:02.084213,0.00,15.19,658.60,79.99,120.37,196.52,849.05,3.31
2022-09-27T07:41:01.667803,0.00,14.97,658.60,79.99,159.42,195.75,847.39,3.30
2022-09-27T07:42:01.249339,0.00,14.97,658.60,79.99,137.03,195.75,855.75,3.32
2022-09-27T07:43:01.825367,0.00,15.06,658.60,79.99,42.23,195.94,861.69,3.33
2022-09-27T07:44:01.413208,0.00,15.06,658.60,79.99,61.27,195.75,868.58,3.36
2022-09-27T07:45:01.997025,0.00,15.37,658.60,79.99,58.20,196.20,874.69,3.38
2022-09-27T07:46:01.579971,0.00,15.19,658.60,79.99,43.03,196.39,872.93,3.39
2022-09-27T07:47:02.164815,0.00,15.02,658.60,79.99,28.77,196.52,872.93,3.42
2022-09-27T07:48:01.747509,0.00,15.02,658.60,79.99,23.75,196.14,872.93,3.43
2022-09-27T07:49:01.344812,0.00,15.24,658.60,79.99,21.61,196.20,878.22,3.46
2022-09-27T07:50:01.928255,5.00,15.24,658.60,79.99,24.18,196.65,880.88,3.49
2022-09-27T07:51:01.508517,0.00,15.19,658.60,79.99,15.92,196.39,880.88,3.51
